Coordinates,Name,Type,Address,Opening Hours,Cuisine_1,Cuisine_2,Street,Bezirk,PLZ
"[52.45655, 13.51051]",Taj Mahal India,Restaurant,Schnellerstraße 128 Niederschöneweide 12439 Berlin,Mon-Sun: 11:30 - 23:30,Asian,International,Schnellerstraße 128,Niederschöneweide,12439
"[52.45649, 13.51118]",Tandoor House,Restaurant,Spreestraße 27 Niederschöneweide 12439 Berlin,Mon-Sun: 12:00 - 21:30,Asian,Pizza,Spreestraße 27,Niederschöneweide,12439
"[52.46082, 13.50299]",KFC,Restaurant,Schnellerstraße 18A Niederschöneweide 12439 Berlin,"Mon-Thu, Sun: 11:00 - 23:00 Fri, Sat: 11:00 - 23:59",Chicken,,Schnellerstraße 18A,Niederschöneweide,12439
"[52.46248, 13.48302]",Il Nuovo Berlin,Restaurant,Baumschulenstraße 69 Baumschulenweg 12437 Berlin,Mon-Sun: 12:00 - 23:00,Italian,,Baumschulenstraße 69,Baumschulenweg,12437
"[52.45291, 13.51013]",Il Monello,Restaurant,Sterndamm 7 Johannisthal 12487 Berlin,Tue-Fri: 16:00 - 23:00 Sat: 12:00 - 23:00 Sun: 12:00 - 22:00,,,Sterndamm 7,Johannisthal,12487
"[52.45642, 13.50922]",Asiagourmet,Restaurant,Schnellerstraße 21 Niederschöneweide 12439 Berlin,,Asian,Hot Dogs,Schnellerstraße 21,Niederschöneweide,12439
"[52.45068, 13.50843]",Grill Profi,Restaurant,Sterndamm 35 Johannisthal 12487 Berlin,Mon-Fri: 09:00 - 21:00 Sat: 09:00 - 18:00,Asian,German,Sterndamm 35,Johannisthal,12487
"[52.45639, 13.5115]",Balla Balla,Restaurant,Spreestraße 1 Niederschöneweide 12439 Berlin,Mon-Sun: 06:00 - 06:00,German,,Spreestraße 1,Niederschöneweide,12439
"[52.44608, 13.5064]",Beef Burger,Snacks/Fast food,Sterndamm 73 Johannisthal 12487 Berlin,Mon-Sun: 12:00 - 23:00,Burgers,,Sterndamm 73,Johannisthal,12487
"[52.45352, 13.50955]",Stern Bistro,Snacks/Fast food,Sterndamm 6 Johannisthal 12487 Berlin,Mon-Sun: 00:00 - 24:00,Middle Eastern,Hot Dogs,Sterndamm 6,Johannisthal,12487
"[52.45126, 13.48793]",Südtiroler Stübl,Restaurant,Königsheideweg 114 Baumschulenweg 12437 Berlin,"Mon: 16:00 - 21:00 Thu, Fri: 16:00 - 23:00 Sat, Sun: 14:00 - 23:00",German,,Königsheideweg 114,Baumschulenweg,12437
"[52.45261, 13.50958]",Sonnen-Café,Restaurant,Sterndamm 11 Johannisthal 12487 Berlin,,German,,Sterndamm 11,Johannisthal,12487
"[52.45772, 13.51146]",Spezialcafé,Restaurant,Brückenstraße 7 Niederschöneweide 12439 Berlin,,German,,Brückenstraße 7,Niederschöneweide,12439
"[52.4575, 13.51079]",Funa Sushi,Restaurant,Brückenstraße 27 Niederschöneweide 12439 Berlin,"Mon-Thu, Sun: 11:00 - 22:45 Fri, Sat: 11:00 - 23:45",Asian,Japanese - Sushi,Brückenstraße 27,Niederschöneweide,12439
"[52.445269, 13.504441]",Mac's Bistro,Restaurant,Sterndamm 86 Johannisthal 12487 Berlin,,Middle Eastern,,Sterndamm 86,Johannisthal,12487
"[52.45642, 13.50922]",Original Ketwurst,Restaurant,Schnellerstraße 21 Niederschöneweide 12439 Berlin,Mon-Sat: 10:00 - 20:00,German,,Schnellerstraße 21,Niederschöneweide,12439
"[52.45642, 13.50922]",Eiskönigin,Food & Drink,Schnellerstraße 21 Niederschöneweide 12439 Berlin,Mon-Sat: 09:00 - 20:00,,,Schnellerstraße 21,Niederschöneweide,12439
"[52.45642, 13.50922]",Falafel Nr. 1,Restaurant,Schnellerstraße 21 Niederschöneweide 12439 Berlin,Mon-Fri: 10:00 - 17:00,Middle Eastern,,Schnellerstraße 21,Niederschöneweide,12439
"[52.44913, 13.51264]",Pinoli Cafe-Restaurant,Restaurant,Nieberstraße 12 Johannisthal 12487 Berlin,"Mon: 12:00 - 14:00, 15:00 - 22:00 Tue, Wed: 12:00 - 14:00 Thu: 12:00 - 14:00, 17:00 - 22:00 Fri: 12:00 - 14:00, 17:00 - 23:00 Sat: 17:00 - 14:00, 17:00 - 23:00 Sun: 15:00 - 22:00",Mediterranean,German,Nieberstraße 12,Johannisthal,12487
"[52.45257, 13.51483]",BURGER KING,Snacks/Fast food,MichaelBrücknerStraße 24 Niederschöneweide 12439 Berlin,"Mon-Thu, Sun: 08:00 - 14:00 Fri, Sat: 08:00 - 17:00",Burgers,Hot Dogs,MichaelBrücknerStraße 24,Niederschöneweide,12439
"[52.45426, 13.51764]",Siena,Restaurant,Schnellerstraße 38 Niederschöneweide 12439 Berlin,Tue-Sat: 11:00 - 23:59 Sun: 10:00 - 22:00,,,Schnellerstraße 38,Niederschöneweide,12439
"[52.46329, 13.51368]",Staatsburger,Snacks/Fast food,Edisonstraße 59 Oberschöneweide 12459 Berlin,Mon-Sun: 11:30 - 22:00,American,Burgers,Edisonstraße 59,Oberschöneweide,12459
"[52.46474, 13.51214]",Feuerwache-Malanders,Restaurant,Deulstraße 1 Oberschöneweide 12459 Berlin,,German,,Deulstraße 1,Oberschöneweide,12459
"[52.45447, 13.51627]",Kobani Bistro,Restaurant,Schnellerstraße 36 Niederschöneweide 12439 Berlin,,Middle Eastern,Burgers,Schnellerstraße 36,Niederschöneweide,12439
"[52.46227, 13.51199]",Spreeterrasse - Ehemals Spreeerbse,Restaurant,Wilhelminenhofstraße 89 Oberschöneweide 12459 Berlin,,German,,Wilhelminenhofstraße 89,Oberschöneweide,12459
"[52.46338, 13.50897]",Bill Yard Fabrik,Going Out,Wilhelminenhofstraße 93 Oberschöneweide 12459 Berlin,"Mon, Tue, Thu: 10:00 - 02:00, 14:00 - 02:00, 14:00 - 02:00, 14:00 - 02:00 Wed: 14:00 - 02:00, 14:00 - 02:00, 14:00 - 02:00, 14:00 - 02:00 Fri, Sat: 10:00 - 06:00, 14:00 - 06:00, 14:00 - 06:00, 14:00 - 06:00 Sun: 14:00 - 00:00, 14:00 - 00:00, 14:00 - 00:00, 14:00 - 00:00",,,Wilhelminenhofstraße 93,Oberschöneweide,12459
"[52.46148, 13.51746]",Takeaway the Loop,Snacks/Fast food,Wilhelminenhofstraße 83 Oberschöneweide 12459 Berlin,,,,Wilhelminenhofstraße 83,Oberschöneweide,12459
"[52.46227, 13.51199]",The Double Inn - Irish & Scottish Pub,Restaurant,Wilhelminenhofstraße 89 Oberschöneweide 12459 Berlin,"Tue-Sat: 18:00 - 00:00, 18:00 - 23:59",Brewpub,Irish,Wilhelminenhofstraße 89,Oberschöneweide,12459
"[52.45348, 13.51805]",Serrano,Restaurant,Britzer Straße 17 Niederschöneweide 12439 Berlin,,Mexican,,Britzer Straße 17,Niederschöneweide,12439
"[52.4443, 13.50582]",Lenders,Restaurant,Winckelmannstraße 9 Johannisthal 12487 Berlin,"Mon: 15:00 - 12:00 Tue-Fri: 15:00 - 12:00, 15:00 - 23:00 Sat: 15:00 - 12:00, 17:00 - 23:00 Sun: 12:00 - 12:00",German,,Winckelmannstraße 9,Johannisthal,12487
"[52.45473, 13.51634]",Pizza Chero,Restaurant,Schnellerstraße 112 Niederschöneweide 12439 Berlin,Mon-Fri: 11:00 - 22:00 Sat: 12:00 - 23:00 Sun: 12:30 - 22:00,Pizza,Italian,Schnellerstraße 112,Niederschöneweide,12439
"[52.46217, 13.51373]",Sonnendeck,Restaurant,Edisonstraße 63 Oberschöneweide 12459 Berlin,"Mon-Thu: 11:00 - 23:00 Fri: 11:00 - 00:30, 11:00 - 00:30 Sat: 10:00 - 00:30, 10:00 - 00:30 Sun: 10:00 - 23:00",Brunch,Grill,Edisonstraße 63,Oberschöneweide,12459
"[52.46274, 13.51379]",Haniz-Duy,Restaurant,Edisonstraße 62 Oberschöneweide 12459 Berlin,,Asian,Vietnamese,Edisonstraße 62,Oberschöneweide,12459
"[52.46241, 13.51474]",Pizza Hof,Restaurant,Wilhelminenhofstraße 17 Oberschöneweide 12459 Berlin,"Tue-Fri: 13:00 - 22:00 Sat, Sun: 13:00 - 23:00",German,Pizza,Wilhelminenhofstraße 17,Oberschöneweide,12459
"[52.44271, 13.50643]",Don Giovanni,Restaurant,Winckelmannstraße 37 Johannisthal 12487 Berlin,Mon-Sun: 11:00 - 23:59,Pizza,Argentinean,Winckelmannstraße 37,Johannisthal,12487
"[52.46787, 13.50354]",Iceblockers,Restaurant,Tabbertstraße 14 Oberschöneweide 12459 Berlin,Mon-Sun: 00:00 - 24:00,Ice cream,,Tabbertstraße 14,Oberschöneweide,12459
"[52.46425, 13.48854]",El Buen Gusto,Restaurant,Kiefholzstraße 191 Baumschulenweg 12437 Berlin,Mon-Sun: 11:30 - 23:00,Steak,Mexican,Kiefholzstraße 191,Baumschulenweg,12437
"[52.46112, 13.48137]",Asia Haus & Sushi Bar,Restaurant,Baumschulenstraße 65 Baumschulenweg 12437 Berlin,,,,Baumschulenstraße 65,Baumschulenweg,12437
"[52.46624, 13.4897]",Ristorante Eiscafe Alberto,Restaurant,Behringstraße 9 Baumschulenweg 12437 Berlin,Mon-Sun: 11:00 - 22:45,Pizza,Italian,Behringstraße 9,Baumschulenweg,12437
"[52.45428, 13.47322]",Hofcafe Spaeth,Restaurant,Späthstraße 80 Baumschulenweg 12437 Berlin,Mon-Sun: 10:00 - 18:00,German,,Späthstraße 80,Baumschulenweg,12437
"[52.46661, 13.48975]",Cafe Behring,Coffee/Tea,Behringstraße 6 Baumschulenweg 12437 Berlin,Mon-Sun: 09:00 - 18:00,Brunch,Breakfast,Behringstraße 6,Baumschulenweg,12437
"[52.443737, 13.484369]",Wirtshaus Heide am Wasser,Restaurant,Heideweg Johannisthal 12487 Berlin,Mon-Sun: 12:00 - 23:00,German,,Heideweg,Johannisthal,12487
"[52.46368, 13.48447]",Café 74,Restaurant,Baumschulenstraße 74 Baumschulenweg 12437 Berlin,,Ice cream,,Baumschulenstraße 74,Baumschulenweg,12437
"[52.46463, 13.48623]",Asia Wok,Restaurant,Baumschulenstraße 27 Baumschulenweg 12437 Berlin,"Mon-Fri, Sun: 11:00 - 21:00",Asian,Chinese,Baumschulenstraße 27,Baumschulenweg,12437
"[52.4551, 13.51484]",Eiskultur Berlin,Restaurant,Schnellerstraße 118 Niederschöneweide 12439 Berlin,,,,Schnellerstraße 118,Niederschöneweide,12439
"[52.46395, 13.49838]",Bistro Narli,Snacks/Fast food,Schnellerstraße 1 Niederschöneweide 12439 Berlin,,Turkish,,Schnellerstraße 1,Niederschöneweide,12439
"[52.461527, 13.517207]",Leckerburger,Snacks/Fast food,Wilhelminenhofstraße Oberschöneweide 12459 Berlin,"Mon-Fri: 11:30 - 22:00 Sat, Sun: 12:00 - 22:00",Burgers,,Wilhelminenhofstraße,Oberschöneweide,12459
"[52.4653, 13.48704]",Hoa Lan,Restaurant,Baumschulenstraße 21 Baumschulenweg 12437 Berlin,,Asian,Japanese - Sushi,Baumschulenstraße 21,Baumschulenweg,12437
"[52.45621, 13.51947]",Zamzam,Restaurant,Hainstraße 15 Niederschöneweide 12439 Berlin,Mon-Sun: 12:00 - 23:59,Pakistani,Asian,Hainstraße 15,Niederschöneweide,12439
"[52.444935, 13.481515]",Pointoo Mexikanische Spezialitäten,Restaurant,Heideweg Johannisthal 12487 Berlin,Mon-Fri: 16:00 - 22:30,Mexican,,Heideweg,Johannisthal,12487
"[52.46425, 13.48854]",Petersen Restaurant und Cafe,Restaurant,Kiefholzstraße 191 Baumschulenweg 12437 Berlin,,German,,Kiefholzstraße 191,Baumschulenweg,12437
"[52.46463, 13.51304]",Ristorante Romantica,Restaurant,Siemensstraße 18 Oberschöneweide 12459 Berlin,,Italian,,Siemensstraße 18,Oberschöneweide,12459
"[52.46544, 13.48662]",Pizzeria Isobella,Restaurant,Baumschulenstraße 88 Baumschulenweg 12437 Berlin,Mon-Sun: 11:00 - 22:45,Mediterranean,Pizza,Baumschulenstraße 88,Baumschulenweg,12437
"[52.4625, 13.51451]",Curry-Weide,Restaurant,Wilhelminenhofstraße 16A Oberschöneweide 12459 Berlin,"Mon-Thu, Sun: 10:00 - 00:00 Fri, Sat: 10:00 - 01:00",German,,Wilhelminenhofstraße 16A,Oberschöneweide,12459
"[52.46274, 13.51379]",Tokyo For You,Restaurant,Edisonstraße 62 Oberschöneweide 12459 Berlin,,Asian,Japanese,Edisonstraße 62,Oberschöneweide,12459
"[52.46274, 13.51379]",Bep Viet,Restaurant,Edisonstraße 62 Oberschöneweide 12459 Berlin,,Asian,Vietnamese,Edisonstraße 62,Oberschöneweide,12459
"[52.46265, 13.51368]",Döner Billiard,Restaurant,Wilhelminenhofstraße 15 Oberschöneweide 12459 Berlin,,Middle Eastern,,Wilhelminenhofstraße 15,Oberschöneweide,12459
"[52.46567, 13.48749]",Pizzeria Dilara,Snacks/Fast food,Baumschulenstraße 19 Baumschulenweg 12437 Berlin,,Pizza,Burgers,Baumschulenstraße 19,Baumschulenweg,12437
"[52.46217, 13.51373]",Stevens Bierpub,Restaurant,Edisonstraße 63 Oberschöneweide 12459 Berlin,,German,,Edisonstraße 63,Oberschöneweide,12459
"[52.46241, 13.51474]",Glücksstern,Restaurant,Wilhelminenhofstraße 17 Oberschöneweide 12459 Berlin,Mon-Sun: 11:30 - 23:00,Asian,Chinese,Wilhelminenhofstraße 17,Oberschöneweide,12459
"[52.4588, 13.51248]",Anima E Curore,Restaurant,Brückenstraße 14 Niederschöneweide 12439 Berlin,Mon-Sun: 11:00 - 23:00,Pizza,Italian,Brückenstraße 14,Niederschöneweide,12439
"[52.60926, 13.20013]",Cafe Diadem,Restaurant,Dorfstraße 28 Nieder Neuendorf 16761 Hennigsdorf,Mon-Sun: 11:00 - 20:00,German,,Dorfstraße 28 Nieder,Neuendorf,16761
"[52.60774, 13.19831]",Athos,Restaurant,Dorfstraße 48 Nieder Neuendorf 16761 Hennigsdorf,Mon-Sun: 11:30 - 23:59,Greek,International,Dorfstraße 48 Nieder,Neuendorf,16761
"[52.60439, 13.19756]",Zum Blockhaus,Restaurant,Am Oberjägerweg 5 Nieder Neuendorf 16761 Hennigsdorf,,German,,Am Oberjägerweg 5 Nieder,Neuendorf,16761
"[52.60948, 13.20041]",Die Buhne,Restaurant,Dorfstraße 26 Nieder Neuendorf 16761 Hennigsdorf,Tue-Fri: 17:00 - 22:00 Sat: 12:00 - 22:00 Sun: 09:30 - 22:00,German,,Dorfstraße 26 Nieder,Neuendorf,16761
"[52.6081, 13.21187]",Restaurant Haus Dannenberg,Restaurant,AltHeiligensee Heiligensee 13503 Berlin,,,,AltHeiligensee,Heiligensee,13503
"[52.60736, 13.21085]",Trattoria Giardini del Villaggio,Restaurant,AltHeiligensee Heiligensee 13503 Berlin,,,,AltHeiligensee,Heiligensee,13503
"[52.60736, 13.21085]",Dorfaue,Restaurant,AltHeiligensee Heiligensee 13503 Berlin,Wed-Sun: 12:00 - 12:00,Balkan,Italian,AltHeiligensee,Heiligensee,13503
"[52.60588, 13.21233]",Straßenbahndepot,Restaurant,AltHeiligensee 73 Heiligensee 13503 Berlin,"Wed-Fri: 17:00 - 22:00 Sat, Sun: 12:00 - 22:00",German,International,AltHeiligensee 73,Heiligensee,13503
"[52.61306, 13.21763]",Roma Ristorante Pizzeria,Restaurant,Hennigsdorfer Straße 17 Heiligensee 13503 Berlin,"Mon-Fri: 16:00 - 23:00 Sat, Sun: 12:00 - 23:00",Pizza,Italian,Hennigsdorfer Straße 17,Heiligensee,13503
"[52.61498, 13.20157]",Ristorante Toscanini,Restaurant,Am Yachthafen 7 Nieder Neuendorf 16761 Hennigsdorf,Mon-Sun: 12:00 - 22:00,Italian,,Am Yachthafen 7 Nieder,Neuendorf,16761
"[52.60011, 13.2131]",Seebad Heiligensee,Restaurant,Sandhauser Straße 132 Heiligensee 13503 Berlin,"Mon, Sun: 09:00 - 19:00 Tue-Sat: 09:00 - 22:00",German,,Sandhauser Straße 132,Heiligensee,13503
"[52.45028, 13.25293]",Onkel Toms Burger,Restaurant,Argentinische Allee Zehlendorf 14169 Berlin,Mon-Fri: 11:00 - 22:00 Sat: 11:00 - 21:00 Sun: 13:00 - 20:00,Pizza,Burgers,Argentinische Allee,Zehlendorf,14169
"[52.45022, 13.2543]",Mai.88 Vietnamese Kitchen,Restaurant,Riemeisterstraße Zehlendorf 14169 Berlin,,Asian,Vietnamese,Riemeisterstraße,Zehlendorf,14169
"[52.45556, 13.25051]",Cafe Rodelhutte,Restaurant,OnkelTomStraße 167 Dahlem 14169 Berlin,Mon-Sun: 09:00 - 20:00,German,,OnkelTomStraße 167,Dahlem,14169
"[52.4543, 13.2493]",Capriole,Restaurant,OnkelTomStraße 172 Zehlendorf 14169 Berlin,Mon: 15:00 - 22:00 Tue-Sun: 10:00 - 23:00,Mediterranean,,OnkelTomStraße 172,Zehlendorf,14169
"[52.45012, 13.25507]",Messã³Jios,Restaurant,Riemeisterstraße 129 Zehlendorf 14169 Berlin,,Greek,,Riemeisterstraße 129,Zehlendorf,14169
"[52.44786, 13.25193]",Mediterraneo,Restaurant,OnkelTomStraße 66 Zehlendorf 14169 Berlin,Mon-Sun: 11:00 - 21:00,Mediterranean,European,OnkelTomStraße 66,Zehlendorf,14169
"[52.44579, 13.24285]",Gourmet Sud,Restaurant,Selmaplatz 1 Zehlendorf 14163 Berlin,Mon-Sun: 08:00 - 12:00,Brunch,Mediterranean,Selmaplatz 1,Zehlendorf,14163
"[52.4467, 13.24322]",Wu's China Restaurant,Restaurant,Teschener Weg 5 Zehlendorf 14163 Berlin,Mon: 17:00 - 22:30 Tue-Sun: 12:00 - 22:30,Chinese - Cantonese,Asian,Teschener Weg 5,Zehlendorf,14163
"[52.44528, 13.25276]",Golden Goal,Restaurant,OnkelTomStraße 54A Zehlendorf 14169 Berlin,Mon-Fri: 16:00 - 00:00 Sat: 11:00 - 22:00 Sun: 11:00 - 19:00,American,German,OnkelTomStraße 54A,Zehlendorf,14169
"[52.44985, 13.26965]",Breadleys,Coffee/Tea,Clayallee 225 Dahlem 14195 Berlin,Mon-Fri: 08:00 - 18:00 Sat: 09:00 - 15:00,Brunch,International,Clayallee 225,Dahlem,14195
"[52.4409, 13.24287]",Restaurant Spalato,Restaurant,Fischerhüttenstraße Zehlendorf 14163 Berlin,,Balkan,,Fischerhüttenstraße,Zehlendorf,14163
"[52.44408, 13.25389]",Waldhaus,Restaurant,OnkelTomStraße 50 Zehlendorf 14169 Berlin,"Mon-Fri: 17:00 - 23:59 Sat, Sun: 10:00 - 23:59",German,Italian,OnkelTomStraße 50,Zehlendorf,14169
"[52.45215, 13.27077]",Vietnams Restaurant,Restaurant,Clayallee 171 Dahlem 14169 Berlin,,Asian,Japanese - Sushi,Clayallee 171,Dahlem,14169
"[52.44205, 13.25132]",Z88- Gastro,Bar/Pub,SvenHedinStraße 85 Zehlendorf 14163 Berlin,,German,,SvenHedinStraße 85,Zehlendorf,14163
"[52.44452, 13.26131]",Milch und Honig,Coffee/Tea,SophieCharlotteStraße 29 Zehlendorf 14169 Berlin,Tue-Fri: 09:00 - 18:00 Sat: 09:00 - 17:00 Sun: 10:00 - 17:00,,,SophieCharlotteStraße 29,Zehlendorf,14169
"[52.44111, 13.2439]",Nuovo Paladino,Restaurant,Fischerhüttenstraße 67 Zehlendorf 14163 Berlin,Mon-Sun: 12:00 - 12:00,Mediterranean,German,Fischerhüttenstraße 67,Zehlendorf,14163
"[52.44246, 13.24128]",Lindner,Food & Drink,Fischerhüttenstraße 83 Zehlendorf 14163 Berlin,Mon-Fri: 08:30 - 18:00 Sat: 08:00 - 13:00,Sandwiches,,Fischerhüttenstraße 83,Zehlendorf,14163
"[52.44985, 13.26965]",Imbiss am Oskar-Helene-Heim,Restaurant,Clayallee 225 Dahlem 14195 Berlin,,German,,Clayallee 225,Dahlem,14195
"[52.45179, 13.26989]",Ha-Chi,Restaurant,Clayallee 173 Dahlem 14169 Berlin,"Mon-Fri: 11:00 - 22:00 Sat, Sun: 12:00 - 22:00",Asian,Vietnamese,Clayallee 173,Dahlem,14169
"[52.51235, 13.39734]",Goodtime,Restaurant,Hausvogteiplatz 11 Mitte 10117 Berlin,Mon-Sun: 12:00 - 23:59,Asian,Thai,Hausvogteiplatz 11,Mitte,10117
"[52.51373, 13.39108]",Augustiner am Gendarmenmarkt,Restaurant,Charlottenstraße 56 Mitte 10117 Berlin,Mon-Fri: 10:00 - 19:00 Sat: 10:00 - 18:00 Sun: 00:00 - 00:00,German,International,Charlottenstraße 56,Mitte,10117
"[52.512729, 13.403026]",Rotisserie Weingrün,Restaurant,Gertraudenstraße 10 Mitte 10178 Berlin,Mon-Sat: 17:00 - 23:00 Sun: 00:00 - 00:00,Austrian,Barbecue,Gertraudenstraße 10,Mitte,10178
"[52.51515, 13.39085]",Fischers Fritz,Restaurant,Charlottenstraße 49 Mitte 10117 Berlin,"Mon-Thu, Sat, Sun: 18:30 - 22:30 Fri: 22:30 - 22:30",French,,Charlottenstraße 49,Mitte,10117
"[52.51583, 13.3941]",La Banca Bar,Restaurant,Behrenstraße 37 Mitte 10117 Berlin,"Mon-Fri: 12:00 - 23:00 Sat, Sun: 07:00 - 23:00",International,European,Behrenstraße 37,Mitte,10117
"[52.51336, 13.39611]",Braufactum am Hausvogteiplatz,Restaurant,Hausvogteiplatz 3 Mitte 10117 Berlin,"Mon-Sun: 12:00 - 00:00, 12:00 - 00:00, 12:00 - 23:59",Burgers,Asian,Hausvogteiplatz 3,Mitte,10117
"[52.51497, 13.39041]",Borchardt,Restaurant,Französische Straße 47 Mitte 10117 Berlin,"Mon-Sun: 11:30 - 01:00, 11:30 - 01:00, 11:30 - 01:00",Austrian,European,Französische Straße 47,Mitte,10117
"[52.51739, 13.39015]",Jedermann's,Restaurant,Unter den Linden 12 Mitte 10117 Berlin,Mon-Sun: 10:00 - 23:00,Brunch,German,Unter den Linden 12,Mitte,10117
"[52.51586, 13.39021]",SUBWAY,Restaurant,Behrenstraße 47 Mitte 10117 Berlin,"Mon, Thu-Sun: 10:30 - 20:00 Tue, Wed: 09:30 - 20:00",Sandwiches,,Behrenstraße 47,Mitte,10117
"[52.51594, 13.39161]",Austernbank,Restaurant,Behrenstraße 42 Mitte 10117 Berlin,"Mon-Thu, Sat, Sun: 11:00 - 14:00 Fri: 15:00 - 18:00",International,Seafood,Behrenstraße 42,Mitte,10117
"[52.51199, 13.391876]",Restaurant Beletage,Restaurant,Mohrenstraße 30 Mitte 10117 Berlin,"Mon-Fri: 06:30 - 10:30 Sat, Sun: 07:00 - 11:00",Brunch,German,Mohrenstraße 30,Mitte,10117
"[52.513, 13.39735]",The Coffee Shop,Coffee/Tea,Hausvogteiplatz 13 Mitte 10117 Berlin,Mon-Fri: 07:30 - 18:00,,,Hausvogteiplatz 13,Mitte,10117
"[52.51286, 13.3911]",Maredo Steakhouse - Berlin Gendarmenmarkt,Restaurant,Friedrichstraße 68 Mitte 10117 Berlin,"Mon-Thu, Sun: 11:30 - 23:00 Fri, Sat: 11:30 - 00:00",Steak,Grill,Friedrichstraße 68,Mitte,10117
"[52.51404, 13.39586]",Roter Jaeger,Restaurant,Jägerstraße 28 Mitte 10117 Berlin,Mon-Fri: 11:00 - 23:00 Sat: 12:00 - 23:59 Sun: 12:00 - 23:00,Austrian,International,Jägerstraße 28,Mitte,10117
"[52.51426, 13.39358]",Erdinger am Gendarmenmarkt,Restaurant,Jägerstraße 56 Mitte 10117 Berlin,Mon-Sun: 10:00 - 00:00,Austrian,European,Jägerstraße 56,Mitte,10117
"[52.51439, 13.39755]",Chipps,Restaurant,Jägerstraße 35 Mitte 10117 Berlin,Mon-Fri: 09:00 - 23:00 Sat: 09:00 - 22:00 Sun: 09:00 - 17:00,Vegan,Brunch,Jägerstraße 35,Mitte,10117
"[52.51172, 13.38986]",Cha Cha,Restaurant,Friedrichstraße 63 Mitte 10117 Berlin,Mon-Fri: 11:30 - 22:00 Sat: 12:00 - 22:00 Sun: 12:30 - 20:30,Asian,Thai,Friedrichstraße 63,Mitte,10117
"[52.51017, 13.39052]",Otito,Restaurant,Leipziger Straße 30 Mitte 10117 Berlin,"Mon-Fri: 11:00 - 23:00 Sat, Sun: 13:00 - 23:00",Asian,Japanese,Leipziger Straße 30,Mitte,10117
"[52.51341, 13.39408]",Brasserie am Gendarmenmarkt,Restaurant,Taubenstraße 30 Mitte 10117 Berlin,Mon-Sun: 11:30 - 00:00,French,International,Taubenstraße 30,Mitte,10117
"[52.51316, 13.39443]",Thu My Marie Restaurant,Restaurant,Taubenstraße 20 Mitte 10117 Berlin,"Mon-Fri: 11:00 - 16:00 Sat, Sun: 11:00 - 16:00, 17:00 - 23:00",Asian,Vietnamese,Taubenstraße 20,Mitte,10117
"[52.51537, 13.39852]",The Coffee Shop,Coffee/Tea,Werderscher Markt 1 Mitte 10117 Berlin,Mon-Fri: 07:30 - 18:00,,,Werderscher Markt 1,Mitte,10117
"[52.51198, 13.38998]",Seaside,Restaurant,Mohrenstraße 17 Mitte 10117 Berlin,Mon-Fri: 12:00 - 18:30 Sat: 12:00 - 23:00 Sun: 12:00 - 22:00,Seafood,European,Mohrenstraße 17,Mitte,10117
"[52.51341, 13.39113]",Newton Bar,Bar/Pub,Charlottenstraße 56 Mitte 10117 Berlin,"Mon-Wed, Sun: 10:00 - 03:00 Thu-Sat: 10:00 - 04:00",German,International,Charlottenstraße 56,Mitte,10117
"[52.51316, 13.39443]",Lavida Wine Club,Restaurant,Taubenstraße 20 Mitte 10117 Berlin,"Mon-Wed: 17:00 - 23:00 Thu: 17:00 - 00:00, 17:00 - 23:00 Fri, Sat: 17:00 - 02:00, 17:00 - 23:00 Sun: 17:00 - 23:55",Tapas,European,Taubenstraße 20,Mitte,10117
"[52.51586, 13.39021]",Sagrantino,Restaurant,Behrenstraße 47 Mitte 10117 Berlin,Mon-Fri: 07:30 - 23:59 Sat: 09:00 - 12:00 Sun: 00:00 - 00:00,Mediterranean,German,Behrenstraße 47,Mitte,10117
"[52.51681, 13.39048]",The Digital Eatery,Coffee/Tea,Unter den Linden 17 Mitte 10117 Berlin,Mon-Fri: 09:00 - 19:00 Sat: 11:00 - 20:00 Sun: 11:00 - 18:00,International,European,Unter den Linden 17,Mitte,10117
"[52.51144, 13.39096]",Pasta Monopoly,Restaurant,Kronenstraße 55 Mitte 10117 Berlin,Mon-Fri: 11:00 - 16:30,Hot Dogs,Pizza,Kronenstraße 55,Mitte,10117
"[52.51217, 13.39282]",Dom Curry,Snacks/Fast food,Mohrenstraße 30 Mitte 10117 Berlin,Mon-Sun: 11:00 - 18:00,German,European,Mohrenstraße 30,Mitte,10117
"[52.51348, 13.39699]",Ma'Loa Hawaiian Poké Bowl,Restaurant,Oberwallstraße 9 Mitte 10117 Berlin,"Mon-Fri: 11:00 - 18:00 Sat, Sun: 00:00 - 00:00",Hawaiian/Polynesian,Vegan,Oberwallstraße 9,Mitte,10117
"[52.51144, 13.39096]",Mabuhay Mini,Snacks/Fast food,Kronenstraße 55 Mitte 10117 Berlin,,Asian,Indonesian,Kronenstraße 55,Mitte,10117
"[52.5123, 13.39027]",Nanoosh,Restaurant,Mohrenstraße 50 Mitte 10117 Berlin,Mon-Fri: 11:00 - 15:00 Sat: 12:00 - 23:00 Sun: 12:00 - 21:30,Mediterranean,Middle Eastern,Mohrenstraße 50,Mitte,10117
"[52.51198, 13.38998]",Auf die Hand - Feinstes Fastfood Friedrichstrasse,Snacks/Fast food,Mohrenstraße Mitte 10117 Berlin,"Mon-Fri: 08:00 - 20:00 Sat, Sun: 10:00 - 18:00",,,Mohrenstraße,Mitte,10117
