,restaurant_name,type,type_of_cuisine,address,street,zip_code,city_name,coordinates,latitude,longitude,opening_hours,database
44,Eat Me!,Restaurant,asian,Bahnhofstraße Köpenick 12555 Berlin,Bahnhofstraße,12555,Köpenick,"52.458044, 13.578523",52.458044,13.578523,,here_maps
45,Bistro Bonjour,Restaurant,,Köpenick 12555 Berlin,,,,"52.458552, 13.576368",52.458552,13.576368,,here_maps
46,Faltin's Biergarten,Restaurant,,Kaulsdorfer Straße 293 Köpenick 12555 Berlin,Kaulsdorfer Straße 293,12555,Köpenick,"52.462, 13.57761",52.462,13.57761,,here_maps
47,Shene Huo,Restaurant,,Lüdersstraße 16 Köpenick 12555 Berlin,Lüdersstraße 16,12555,Köpenick,"52.44646, 13.57803",52.44646,13.57803,,here_maps
48,Center Grill,Restaurant,,Bahnhofstraße 33 Köpenick 12555 Berlin,Bahnhofstraße 33,12555,Köpenick,"52.45846, 13.57895",52.45846,13.57895,Mon-Sat: 09:00 - 20:00,here_maps
49,Restaurantschiff 'Ars Vivendi',Restaurant,seafood,Freiheit 15 Köpenick 12555 Berlin,Freiheit 15,12555,Köpenick,"52.44757, 13.57687",52.44757,13.57687,Mon-Fri: 09:30 - 00:00 Sat: 18:00 - 00:00,here_maps
50,Die Feinschmecker,Snacks/Fast food,european,Bahnhofstraße 18 Köpenick 12555 Berlin,Bahnhofstraße 18,12555,Köpenick,"52.4569, 13.5782",52.4569,13.5782,,here_maps
51,Aao Ji,Bar/Pub,asian,AltKöpenick 1 Köpenick 12555 Berlin,AltKöpenick 1,12555,Köpenick,"52.44781, 13.57559",52.44781,13.57559,Mon-Sun: 11:30 - 23:00,here_maps
52,Döner Box Köpenick,Restaurant,middle eastern,Bahnhofstraße 19 Köpenick 12555 Berlin,Bahnhofstraße 19,12555,Köpenick,"52.4573, 13.57851",52.4573,13.57851,,here_maps
53,Asia Snack,Snacks/Fast food,,Bahnhofstraße 33 Köpenick 12555 Berlin,Bahnhofstraße 33,12555,Köpenick,"52.45846, 13.57895",52.45846,13.57895,Mon-Sat: 10:00 - 20:00,here_maps
54,Hausmannskost Köpenick,Restaurant,,Müggelschlößchenweg 44 Köpenick 12559 Berlin,Müggelschlößchenweg 44,12559,Köpenick,"52.44041, 13.60144",52.44041,13.60144,,here_maps
55,Mangococktailbar,Restaurant,,Wendenschloßstraße 41 Köpenick 12559 Berlin,Wendenschloßstraße 41,12559,Köpenick,"52.44459, 13.58596",52.44459,13.58596,,here_maps
56,Pizza Piccolo,Restaurant,,Freiheit 2 Köpenick 12555 Berlin,Freiheit 2,12555,Köpenick,"52.44735, 13.57632",52.44735,13.57632,"Mon-Fri: 11:00 - 22:00 Sat, Sun: 13:00 - 22:00",here_maps
57,Deftig,Restaurant,,Mandrellaplatz 1 Köpenick 12555 Berlin,Mandrellaplatz 1,12555,Köpenick,"52.45574, 13.58075",52.45574,13.58075,"Wed, Thu, Sun: 17:00 - 22:00 Fri, Sat: 17:00 - 23:00",here_maps
58,Mr. Kebap,Snacks/Fast food,middle eastern,Elcknerplatz 6 Köpenick 12555 Berlin,Elcknerplatz 6,12555,Köpenick,"52.45811, 13.57989",52.45811,13.57989,"Mon-Thu, Sun: 10:00 - 02:00 Fri, Sat: 10:00 - 03:00",here_maps
59,Asia-Thai Bistro,Restaurant,asian,PabloNerudaStraße 4 Köpenick 12559 Berlin,PabloNerudaStraße 4,12559,Köpenick,"52.44129, 13.58795",52.44129,13.58795,Mon-Sat: 10:00 - 20:00,here_maps
60,Sonnenkind,Restaurant,,Jägerstraße 4 Köpenick 12555 Berlin,Jägerstraße 4,12555,Köpenick,"52.44588, 13.57787",52.44588,13.57787,"Mon, Tue, Thu, Fri: 11:00 - 18:00 Sat: 10:00 - 14:00",here_maps
61,Hotel-Pension Mendau,Restaurant,mediterranean,Stillerzeile 42 Friedrichshagen 12587 Berlin,Stillerzeile 42,12587,Friedrichshagen,"52.45616, 13.61154",52.45616,13.61154,"Wed-Fri: 18:00 - 22:00 Sat, Sun: 12:00 - 22:00",here_maps
62,Yammas,Snacks/Fast food,mediterranean,Bahnhofstraße 39 Köpenick 12555 Berlin,Bahnhofstraße 39,12555,Köpenick,"52.45717, 13.57787",52.45717,13.57787,,here_maps
63,Ventelino Focacceria,Restaurant,,Bahnhofstraße 5 Köpenick 12555 Berlin,Bahnhofstraße 5,12555,Köpenick,"52.45425, 13.57621",52.45425,13.57621,,here_maps
64,Kebaphaus 49,Snacks/Fast food,middle eastern,Bahnhofstraße 49 Köpenick 12555 Berlin,Bahnhofstraße 49,12555,Köpenick,"52.45538, 13.57661",52.45538,13.57661,,here_maps
65,Pizzeria Castello,Restaurant,,Seelenbinderstraße 23 Köpenick 12555 Berlin,Seelenbinderstraße 23,12555,Köpenick,"52.45579, 13.5784",52.45579,13.5784,Mon-Sun: 11:00 - 23:30,here_maps
66,Mexico City,Restaurant,mexican,Bahnhofstraße 33 Köpenick 12555 Berlin,Bahnhofstraße 33,12555,Köpenick,"52.45846, 13.57895",52.45846,13.57895,Mon-Sat: 09:00 - 20:00,here_maps
67,Brinki´S Brutzel Bude,Food & Drink,steak,Freiheit 15 Köpenick 12555 Berlin,Freiheit 15,12555,Köpenick,"52.44757, 13.57687",52.44757,13.57687,,here_maps
68,Pizzaplanet,Restaurant,italian,Wendenschloßstraße 41 Köpenick 12559 Berlin,Wendenschloßstraße 41,12559,Köpenick,"52.44459, 13.58596",52.44459,13.58596,"Mon-Fri: 17:00 - 22:30 Sat, Sun: 14:00 - 22:30",here_maps
69,Mone's Kleiner Treffpunkt,Restaurant,,Gartenfelder Straße 58 Haselhorst 13599 Berlin,Gartenfelder Straße 58,13599,Haselhorst,"52.54482, 13.24615",52.54482,13.24615,,here_maps
70,Asia Snack,Eat & Drink,asian,Gartenfelder Straße 87 Haselhorst 13599 Berlin,Gartenfelder Straße 87,13599,Haselhorst,"52.54301, 13.24074",52.54301,13.24074,,here_maps
71,SUBWAY,Restaurant,fastfood,Nonnendammallee 119 Siemensstadt 13629 Berlin,Nonnendammallee 119,13629,Siemensstadt,"52.53982, 13.2501",52.53982,13.2501,Mon-Fri: 09:00 - 20:00 Sat: 10:00 - 20:00 Sun: 12:00 - 20:00,here_maps
72,Bootshaus Haselhorst,Restaurant,european,Bootshausweg 1 Haselhorst 13599 Berlin,Bootshausweg 1,13599,Haselhorst,"52.55072, 13.23625",52.55072,13.23625,Tue-Sun: 11:00 - 22:00,here_maps
73,Mila Bistro Asia Cuisine,Restaurant,,Gartenfelder Straße 109 Haselhorst 13599 Berlin,Gartenfelder Straße 109,13599,Haselhorst,"52.54243, 13.2386",52.54243,13.2386,,here_maps
74,Ital Snack,Restaurant,european,Gartenfelder Straße 105 Haselhorst 13599 Berlin,Gartenfelder Straße 105,13599,Haselhorst,"52.54259, 13.23921",52.54259,13.23921,Tue-Sun: 11:00 - 23:00,here_maps
75,Costa Rica,Restaurant,steak,Simonring 9 Haselhorst 13599 Berlin,Simonring 9,13599,Haselhorst,"52.54169, 13.23889",52.54169,13.23889,Mon-Sun: 11:30 - 23:59,here_maps
76,Restaurant Vitello,Restaurant,steak,Simonring 9 Haselhorst 13599 Berlin,Simonring 9,13599,Haselhorst,"52.54169, 13.23889",52.54169,13.23889,,here_maps
77,Kantine im Finanzamt Spandau,Restaurant,,Nonnendammallee 15 Haselhorst 13599 Berlin,Nonnendammallee 15,13599,Haselhorst,"52.53839, 13.23737",52.53839,13.23737,,here_maps
78,Mali Raj,Restaurant,international,Gartenfelder Straße 119 Haselhorst 13599 Berlin,Gartenfelder Straße 119,13599,Haselhorst,"52.54187, 13.23665",52.54187,13.23665,"Mon, Wed-Sun: 12:00 - 22:00",here_maps
79,Wirtshaus Heimatliebe,Restaurant,european,Bootshausweg 1 Haselhorst 13599 Berlin,Bootshausweg 1,13599,Haselhorst,"52.55072, 13.23625",52.55072,13.23625,,here_maps
80,Milano Restaurant Pizza,Restaurant,italian,Haselhorster Damm 3 Haselhorst 13599 Berlin,Haselhorster Damm 3,13599,Haselhorst,"52.54319, 13.23906",52.54319,13.23906,Mon-Sun: 11:00 - 23:00,here_maps
81,Ha Noi Pho,Restaurant,asian,Nonnendammallee 121 Siemensstadt 13629 Berlin,Nonnendammallee 121,13629,Siemensstadt,"52.53838, 13.24865",52.53838,13.24865,,here_maps
82,BURGER KING,Restaurant,,Paulsternstraße 16 Siemensstadt 13629 Berlin,Paulsternstraße 16,13629,Siemensstadt,"52.53994, 13.2486",52.53994,13.2486,Mon-Sun: 09:00 - 23:00,here_maps
83,Hoi an,Restaurant,asian,Paulsternstraße 4 Haselhorst 13629 Berlin,Paulsternstraße 4,13629,Haselhorst,"52.53859, 13.24809",52.53859,13.24809,"Tue-Fri: 11:00 - 22:00 Sat, Sun: 12:30 - 22:00",here_maps
84,Lemongras,Restaurant,asian,Gartenfelder Straße 109 Haselhorst 13599 Berlin,Gartenfelder Straße 109,13599,Haselhorst,"52.54243, 13.2386",52.54243,13.2386,,here_maps
85,Die Ecke,Restaurant,mediterranean,Gartenfelder Straße 92 Haselhorst 13599 Berlin,Gartenfelder Straße 92,13599,Haselhorst,"52.54321, 13.24039",52.54321,13.24039,"Mon, Wed-Sun: 09:00 - 22:00",here_maps
86,Metro Deutschland,Food & Drink,breakfast/dessert,Nonnendammallee 135 Haselhorst 13599 Berlin,Nonnendammallee 135,13599,Haselhorst,"52.53978, 13.24533",52.53978,13.24533,Mon-Fri: 07:00 - 22:00 Sat: 07:00 - 20:00,here_maps
87,Delizie da Vito,Restaurant,italian,Nonnendammallee 97 Siemensstadt 13629 Berlin,Nonnendammallee 97,13629,Siemensstadt,"52.53695, 13.26704",52.53695,13.26704,Mon-Fri: 11:00 - 20:30,here_maps
88,Siemensstuben,Restaurant,,Jugendweg 4 Siemensstadt 13629 Berlin,Jugendweg 4,13629,Siemensstadt,"52.53771, 13.26618",52.53771,13.26618,Mon-Fri: 16:00 - 23:00,here_maps
89,Argentinisches Steakhaus Nonnendamm,Restaurant,steak,Nonnendammallee 98 Siemensstadt 13629 Berlin,Nonnendammallee 98,13629,Siemensstadt,"52.53697, 13.26614",52.53697,13.26614,Mon-Sun: 12:00 - 24:00:00,here_maps
90,Maximilian,Snacks/Fast food,european,Am Juliusturm 13 Haselhorst 13599 Berlin,Am Juliusturm 13,13599,Haselhorst,"52.53769, 13.22884",52.53769,13.22884,Mon-Fri: 08:30 - 19:00,here_maps
91,Schlemmerparadies,Snacks/Fast food,european,Am Juliusturm 13 Haselhorst 13599 Berlin,Am Juliusturm 13,13599,Haselhorst,"52.53769, 13.22884",52.53769,13.22884,Mon-Fri: 08:30 - 20:00 Sat: 11:00 - 18:00,here_maps
92,Restaurant Stammhaus,Restaurant,european,Rohrdamm 24 Siemensstadt 13629 Berlin,Rohrdamm 24,13629,Siemensstadt,"52.53609, 13.2655",52.53609,13.2655,Mon-Sun: 11:00 - 23:00,here_maps
93,Berliner Rouladenhaus,Restaurant,breakfast/dessert,Nonnendammallee 83 Siemensstadt 13629 Berlin,Nonnendammallee 83,13629,Siemensstadt,"52.53643, 13.26769",52.53643,13.26769,Mon-Sun: 09:00 - 23:00,here_maps
94,Ile de Bali,Restaurant,european,Wattstraße 12 Siemensstadt 13629 Berlin,Wattstraße 12,13629,Siemensstadt,"52.53705, 13.26641",52.53705,13.26641,,here_maps
95,Da Vito,Restaurant,european,Wattstraße 12 Siemensstadt 13629 Berlin,Wattstraße 12,13629,Siemensstadt,"52.53705, 13.26641",52.53705,13.26641,,here_maps
96,Rödi Pizza-Pasta-Döner,Restaurant,middle eastern,Daumstraße 3 Haselhorst 13599 Berlin,Daumstraße 3,13599,Haselhorst,"52.5399, 13.23181",52.5399,13.23181,"Mon-Fri: 10:00 - 23:30 Sat, Sun: 10:30 - 23:30",here_maps
97,Nobbis Feine Suppen,Restaurant,healthy,Rohrdamm 26 Siemensstadt 13629 Berlin,Rohrdamm 26,13629,Siemensstadt,"52.53761, 13.26467",52.53761,13.26467,Mon-Fri: 11:00 - 15:00,here_maps
98,Royal Asia,Restaurant,asian,Wattstraße 12 Siemensstadt 13629 Berlin,Wattstraße 12,13629,Siemensstadt,"52.53705, 13.26641",52.53705,13.26641,Mon-Fri: 11:30 - 22:00 Sun: 15:00 - 22:00,here_maps
99,Pier36eins,Restaurant,,Wassersportallee Grünau 12527 Berlin,Wassersportallee,12527,Grünau,"52.41727, 13.58164",52.41727,13.58164,Mon-Fri: 08:00 - 16:00 Sat: 11:30 - 16:00 Sun: 11:00 - 15:00,here_maps
100,Don Giovanni,Restaurant,mediterranean,Wendenschloßstraße 312A Köpenick 12557 Berlin,Wendenschloßstraße 312A,12557,Köpenick,"52.42796, 13.5817",52.42796,13.5817,Mon-Sun: 11:00 - 12:00,here_maps
101,Maxes Veranstaltungslokal Cöpenick,Restaurant,european,Pritstabelstraße 60 Köpenick 12557 Berlin,Pritstabelstraße 60,12557,Köpenick,"52.43325, 13.59566",52.43325,13.59566,"Mon-Wed, Fri: 17:00 - 22:00 Sat, Sun: 12:00 - 22:00",here_maps
102,Cafe Liebig,Restaurant,european,Regattastraße 158 Grünau 12527 Berlin,Regattastraße 158,12527,Grünau,"52.41528, 13.58204",52.41528,13.58204,"Tue-Fri: 11:00 - 20:00 Sat, Sun: 10:00 - 20:00",here_maps
103,Hafenbaude,Restaurant,european,Müggelbergallee 1A Köpenick 12557 Berlin,Müggelbergallee 1A,12557,Köpenick,"52.41859, 13.58719",52.41859,13.58719,,here_maps
104,Asia Park,Restaurant,asian,Grüne Trift am Walde 15 Köpenick 12557 Berlin,Grüne Trift am Walde 15,12557,Köpenick,"52.4351, 13.59605",52.4351,13.59605,Mon: 11:00 - 21:30 Tue-Sun: 11:00 - 21:45,here_maps
105,Köpenicker Currywurst Ug (Haftungsbeschränkt),Restaurant,,Wendenschloßstraße 298 Köpenick 12557 Berlin,Wendenschloßstraße 298,12557,Köpenick,"52.42869, 13.57885",52.42869,13.57885,,here_maps
106,Wendenschloss,Restaurant,european,Wendenschloßstraße 459 Köpenick 12557 Berlin,Wendenschloßstraße 459,12557,Köpenick,"52.4149, 13.59053",52.4149,13.59053,,here_maps
107,Seidenmatt,Coffee/Tea,breakfast/dessert,Regattastraße 105 Grünau 12527 Berlin,Regattastraße 105,12527,Grünau,"52.41892, 13.57945",52.41892,13.57945,Mon-Fri: 09:00 - 18:00 Sun: 11:30 - 18:00,here_maps
108,Pizzeria Dorado,Restaurant,italian,Regattastraße 36 Grünau 12527 Berlin,Regattastraße 36,12527,Grünau,"52.42478, 13.57476",52.42478,13.57476,Tue-Sun: 11:30 - 22:00,here_maps
109,Pizzeria Cucina,Restaurant,mediterranean,Regattastraße 35 Grünau 12527 Berlin,Regattastraße 35,12527,Grünau,"52.42483, 13.57513",52.42483,13.57513,,here_maps
110,Restaurant Klabautermann,Restaurant,european,Niebergallstraße 34 Köpenick 12557 Berlin,Niebergallstraße 34,12557,Köpenick,"52.4147, 13.58877",52.4147,13.58877,Mon-Sat: 11:00 - 22:00,here_maps
111,Restaurant Ambassador-Berlin-Grünau,Restaurant,european,Rießerseestraße 2 Grünau 12527 Berlin,Rießerseestraße 2,12527,Grünau,"52.41823, 13.58037",52.41823,13.58037,Mon-Fri: 07:00 - 22:00 Sat: 08:00 - 22:00 Sun: 08:00 - 18:00,here_maps
112,China-Haus im Wendenschloß,Restaurant,asian,Möllhausenufer 27 Köpenick 12557 Berlin,Möllhausenufer 27,12557,Köpenick,"52.41483, 13.59562",52.41483,13.59562,,here_maps
113,Antalya Grill,Restaurant,american,Regattastraße 124 Grünau 12527 Berlin,Regattastraße 124,12527,Grünau,"52.41766, 13.58009",52.41766,13.58009,Mon-Fri: 09:00 - 21:00 Sat: 10:00 - 20:00 Sun: 10:00 - 21:00,here_maps
114,Pahl,Restaurant,european,Rießerseestraße 2 Grünau 12527 Berlin,Rießerseestraße 2,12527,Grünau,"52.41823, 13.58037",52.41823,13.58037,,here_maps
115,Teterra und Trompke Gb,Restaurant,,Schönwalder Allee 22 Hakenfelde 13587 Berlin,Schönwalder Allee 22,13587,Hakenfelde,"52.56666, 13.19323",52.56666,13.19323,,here_maps
116,Sutos,Sport Facility/Venue,,Wichernstraße 53 Hakenfelde 13587 Berlin,Wichernstraße 53,13587,Hakenfelde,"52.56866, 13.20245",52.56866,13.20245,,here_maps
117,Restaurant Kastaniengarten,Restaurant,european,Schönwalder Allee 26 Hakenfelde 13587 Berlin,Schönwalder Allee 26,13587,Hakenfelde,"52.56769, 13.19244",52.56769,13.19244,Mon-Sun: 12:00 - 22:00,here_maps
118,Hähnchenprinz,Restaurant,,Rustweg 1 Hakenfelde 13587 Berlin,Rustweg 1,13587,Hakenfelde,"52.57578, 13.21318",52.57578,13.21318,Mon-Fri: 11:00 - 19:30,here_maps
119,Lasila,Restaurant,italian,Streitstraße 30 Hakenfelde 13587 Berlin,Streitstraße 30,13587,Hakenfelde,"52.56205, 13.20884",52.56205,13.20884,Mon-Sun: 11:30 - 23:30,here_maps
120,Curry 55,Restaurant,european,Streitstraße 55 Hakenfelde 13587 Berlin,Streitstraße 55,13587,Hakenfelde,"52.56217, 13.20833",52.56217,13.20833,,here_maps
121,Conny's Eiscafe,Restaurant,,Zu den Fichtewiesen 10 Hakenfelde 13587 Berlin,Zu den Fichtewiesen 10,13587,Hakenfelde,"52.57372, 13.21641",52.57372,13.21641,Mon-Sun: 07:00 - 18:00,here_maps
122,China Restaurant Swang Lung,Restaurant,asian,Streitstraße 54 Hakenfelde 13587 Berlin,Streitstraße 54,13587,Hakenfelde,"52.56233, 13.20836",52.56233,13.20836,,here_maps
123,Das Berliner Frühstück,Shop,breakfast/dessert,Südostallee 169 Johannisthal 12487 Berlin,Südostallee 169,12487,Johannisthal,"52.45551, 13.5033",52.45551,13.5033,,here_maps
124,Taverna Odyssee,Restaurant,international,Sterndamm 59 Johannisthal 12487 Berlin,Sterndamm 59,12487,Johannisthal,"52.44803, 13.50792",52.44803,13.50792,Mon-Sun: 12:00 - 12:00,here_maps
125,Narli,Restaurant,middle eastern,Schnellerstraße 21 Niederschöneweide 12439 Berlin,Schnellerstraße 21,12439,Niederschöneweide,"52.45642, 13.50922",52.45642,13.50922,"Mon-Thu: 10:00 - 20:00 Fri, Sat: 10:00 - 22:00",here_maps
126,Sushi and Friends,Restaurant,asian,Sterndamm 57 Johannisthal 12487 Berlin,Sterndamm 57,12487,Johannisthal,"52.44806, 13.50767",52.44806,13.50767,"Mon-Thu, Sun: 12:00 - 23:00 Fri, Sat: 12:00 - 23:59",here_maps
127,El Ganado,Restaurant,european,Sterndamm 63 Johannisthal 12487 Berlin,Sterndamm 63,12487,Johannisthal,"52.44732, 13.50728",52.44732,13.50728,Mon-Sun: 11:00 - 23:59,here_maps
128,Taj Mahal India,Restaurant,asian,Schnellerstraße 128 Niederschöneweide 12439 Berlin,Schnellerstraße 128,12439,Niederschöneweide,"52.45655, 13.51051",52.45655,13.51051,Mon-Sun: 11:30 - 23:30,here_maps
129,Tandoor House,Restaurant,asian,Spreestraße 27 Niederschöneweide 12439 Berlin,Spreestraße 27,12439,Niederschöneweide,"52.45649, 13.51118",52.45649,13.51118,Mon-Sun: 12:00 - 21:30,here_maps
130,KFC,Restaurant,snacks,Schnellerstraße 18A Niederschöneweide 12439 Berlin,Schnellerstraße 18A,12439,Niederschöneweide,"52.46082, 13.50299",52.46082,13.50299,"Mon-Thu, Sun: 11:00 - 23:00 Fri, Sat: 11:00 - 23:59",here_maps
131,Il Nuovo Berlin,Restaurant,european,Baumschulenstraße 69 Baumschulenweg 12437 Berlin,Baumschulenstraße 69,12437,Baumschulenweg,"52.46248, 13.48302",52.46248,13.48302,Mon-Sun: 12:00 - 23:00,here_maps
132,Il Monello,Restaurant,,Sterndamm 7 Johannisthal 12487 Berlin,Sterndamm 7,12487,Johannisthal,"52.45291, 13.51013",52.45291,13.51013,Tue-Fri: 16:00 - 23:00 Sat: 12:00 - 23:00 Sun: 12:00 - 22:00,here_maps
133,Asiagourmet,Restaurant,asian,Schnellerstraße 21 Niederschöneweide 12439 Berlin,Schnellerstraße 21,12439,Niederschöneweide,"52.45642, 13.50922",52.45642,13.50922,,here_maps
134,Grill Profi,Restaurant,asian,Sterndamm 35 Johannisthal 12487 Berlin,Sterndamm 35,12487,Johannisthal,"52.45068, 13.50843",52.45068,13.50843,Mon-Fri: 09:00 - 21:00 Sat: 09:00 - 18:00,here_maps
135,Balla Balla,Restaurant,european,Spreestraße 1 Niederschöneweide 12439 Berlin,Spreestraße 1,12439,Niederschöneweide,"52.45639, 13.5115",52.45639,13.5115,Mon-Sun: 06:00 - 06:00,here_maps
136,Beef Burger,Snacks/Fast food,fastfood,Sterndamm 73 Johannisthal 12487 Berlin,Sterndamm 73,12487,Johannisthal,"52.44608, 13.5064",52.44608,13.5064,Mon-Sun: 12:00 - 23:00,here_maps
137,Stern Bistro,Snacks/Fast food,middle eastern,Sterndamm 6 Johannisthal 12487 Berlin,Sterndamm 6,12487,Johannisthal,"52.45352, 13.50955",52.45352,13.50955,Mon-Sun: 00:00 - 24:00,here_maps
138,Südtiroler Stübl,Restaurant,european,Königsheideweg 114 Baumschulenweg 12437 Berlin,Königsheideweg 114,12437,Baumschulenweg,"52.45126, 13.48793",52.45126,13.48793,"Mon: 16:00 - 21:00 Thu, Fri: 16:00 - 23:00 Sat, Sun: 14:00 - 23:00",here_maps
139,Sonnen-Café,Restaurant,european,Sterndamm 11 Johannisthal 12487 Berlin,Sterndamm 11,12487,Johannisthal,"52.45261, 13.50958",52.45261,13.50958,,here_maps
140,Spezialcafé,Restaurant,european,Brückenstraße 7 Niederschöneweide 12439 Berlin,Brückenstraße 7,12439,Niederschöneweide,"52.45772, 13.51146",52.45772,13.51146,,here_maps
141,Funa Sushi,Restaurant,asian,Brückenstraße 27 Niederschöneweide 12439 Berlin,Brückenstraße 27,12439,Niederschöneweide,"52.4575, 13.51079",52.4575,13.51079,"Mon-Thu, Sun: 11:00 - 22:45 Fri, Sat: 11:00 - 23:45",here_maps
142,Mac's Bistro,Restaurant,middle eastern,Sterndamm 86 Johannisthal 12487 Berlin,Sterndamm 86,12487,Johannisthal,"52.445269, 13.504441",52.445269,13.504441,,here_maps
143,Original Ketwurst,Restaurant,european,Schnellerstraße 21 Niederschöneweide 12439 Berlin,Schnellerstraße 21,12439,Niederschöneweide,"52.45642, 13.50922",52.45642,13.50922,Mon-Sat: 10:00 - 20:00,here_maps
144,Eiskönigin,Food & Drink,,Schnellerstraße 21 Niederschöneweide 12439 Berlin,Schnellerstraße 21,12439,Niederschöneweide,"52.45642, 13.50922",52.45642,13.50922,Mon-Sat: 09:00 - 20:00,here_maps
145,Falafel Nr. 1,Restaurant,middle eastern,Schnellerstraße 21 Niederschöneweide 12439 Berlin,Schnellerstraße 21,12439,Niederschöneweide,"52.45642, 13.50922",52.45642,13.50922,Mon-Fri: 10:00 - 17:00,here_maps
146,Pinoli Cafe-Restaurant,Restaurant,mediterranean,Nieberstraße 12 Johannisthal 12487 Berlin,Nieberstraße 12,12487,Johannisthal,"52.44913, 13.51264",52.44913,13.51264,"Mon: 12:00 - 14:00, 15:00 - 22:00 Tue, Wed: 12:00 - 14:00 Thu: 12:00 - 14:00, 17:00 - 22:00 Fri: 12:00 - 14:00, 17:00 - 23:00 Sat: 17:00 - 14:00, 17:00 - 23:00 Sun: 15:00 - 22:00",here_maps
147,BURGER KING,Snacks/Fast food,fastfood,MichaelBrücknerStraße 24 Niederschöneweide 12439 Berlin,MichaelBrücknerStraße 24,12439,Niederschöneweide,"52.45257, 13.51483",52.45257,13.51483,"Mon-Thu, Sun: 08:00 - 14:00 Fri, Sat: 08:00 - 17:00",here_maps
148,Siena,Restaurant,,Schnellerstraße 38 Niederschöneweide 12439 Berlin,Schnellerstraße 38,12439,Niederschöneweide,"52.45426, 13.51764",52.45426,13.51764,Tue-Sat: 11:00 - 23:59 Sun: 10:00 - 22:00,here_maps
149,Staatsburger,Snacks/Fast food,american,Edisonstraße 59 Oberschöneweide 12459 Berlin,Edisonstraße 59,12459,Oberschöneweide,"52.46329, 13.51368",52.46329,13.51368,Mon-Sun: 11:30 - 22:00,here_maps
150,Feuerwache-Malanders,Restaurant,european,Deulstraße 1 Oberschöneweide 12459 Berlin,Deulstraße 1,12459,Oberschöneweide,"52.46474, 13.51214",52.46474,13.51214,,here_maps
151,Kobani Bistro,Restaurant,middle eastern,Schnellerstraße 36 Niederschöneweide 12439 Berlin,Schnellerstraße 36,12439,Niederschöneweide,"52.45447, 13.51627",52.45447,13.51627,,here_maps
152,Spreeterrasse - Ehemals Spreeerbse,Restaurant,european,Wilhelminenhofstraße 89 Oberschöneweide 12459 Berlin,Wilhelminenhofstraße 89,12459,Oberschöneweide,"52.46227, 13.51199",52.46227,13.51199,,here_maps
153,Bill Yard Fabrik,Going Out,,Wilhelminenhofstraße 93 Oberschöneweide 12459 Berlin,Wilhelminenhofstraße 93,12459,Oberschöneweide,"52.46338, 13.50897",52.46338,13.50897,"Mon, Tue, Thu: 10:00 - 02:00, 14:00 - 02:00, 14:00 - 02:00, 14:00 - 02:00 Wed: 14:00 - 02:00, 14:00 - 02:00, 14:00 - 02:00, 14:00 - 02:00 Fri, Sat: 10:00 - 06:00, 14:00 - 06:00, 14:00 - 06:00, 14:00 - 06:00 Sun: 14:00 - 00:00, 14:00 - 00:00, 14:00 - 00:00, 14:00 - 00:00",here_maps
154,Takeaway the Loop,Snacks/Fast food,,Wilhelminenhofstraße 83 Oberschöneweide 12459 Berlin,Wilhelminenhofstraße 83,12459,Oberschöneweide,"52.46148, 13.51746",52.46148,13.51746,,here_maps
155,The Double Inn - Irish & Scottish Pub,Restaurant,bars,Wilhelminenhofstraße 89 Oberschöneweide 12459 Berlin,Wilhelminenhofstraße 89,12459,Oberschöneweide,"52.46227, 13.51199",52.46227,13.51199,"Tue-Sat: 18:00 - 00:00, 18:00 - 23:59",here_maps
156,Serrano,Restaurant,mexican,Britzer Straße 17 Niederschöneweide 12439 Berlin,Britzer Straße 17,12439,Niederschöneweide,"52.45348, 13.51805",52.45348,13.51805,,here_maps
157,Lenders,Restaurant,european,Winckelmannstraße 9 Johannisthal 12487 Berlin,Winckelmannstraße 9,12487,Johannisthal,"52.4443, 13.50582",52.4443,13.50582,"Mon: 15:00 - 12:00 Tue-Fri: 15:00 - 12:00, 15:00 - 23:00 Sat: 15:00 - 12:00, 17:00 - 23:00 Sun: 12:00 - 12:00",here_maps
158,Pizza Chero,Restaurant,italian,Schnellerstraße 112 Niederschöneweide 12439 Berlin,Schnellerstraße 112,12439,Niederschöneweide,"52.45473, 13.51634",52.45473,13.51634,Mon-Fri: 11:00 - 22:00 Sat: 12:00 - 23:00 Sun: 12:30 - 22:00,here_maps
159,Sonnendeck,Restaurant,breakfast/dessert,Edisonstraße 63 Oberschöneweide 12459 Berlin,Edisonstraße 63,12459,Oberschöneweide,"52.46217, 13.51373",52.46217,13.51373,"Mon-Thu: 11:00 - 23:00 Fri: 11:00 - 00:30, 11:00 - 00:30 Sat: 10:00 - 00:30, 10:00 - 00:30 Sun: 10:00 - 23:00",here_maps
160,Haniz-Duy,Restaurant,asian,Edisonstraße 62 Oberschöneweide 12459 Berlin,Edisonstraße 62,12459,Oberschöneweide,"52.46274, 13.51379",52.46274,13.51379,,here_maps
161,Pizza Hof,Restaurant,european,Wilhelminenhofstraße 17 Oberschöneweide 12459 Berlin,Wilhelminenhofstraße 17,12459,Oberschöneweide,"52.46241, 13.51474",52.46241,13.51474,"Tue-Fri: 13:00 - 22:00 Sat, Sun: 13:00 - 23:00",here_maps
