Coordinates,Name,Type,Address,Cuisine_1,Cuisine_2,Opening Hours,Street,Bezirk,PLZ
"[52.5614, 13.20874]",Il Castello,Restaurant,Streitstraße 27A Hakenfelde 13587 Berlin,International,Italian,,Streitstraße 27A,Hakenfelde,13587.0
"[52.55072, 13.23625]",Bootshaus Haselhorst,Restaurant,Bootshausweg 1 Haselhorst 13599 Berlin,German,,,Bootshausweg 1,Haselhorst,13599.0
"[52.56126, 13.20812]",Kale Gıda Lebensmittelmarkt - Quality Halal Product,Food & Drink,Streitstraße 59 Hakenfelde 13587 Berlin,Turkish,Sandwiches,,Streitstraße 59,Hakenfelde,13587.0
"[52.56146, 13.20816]",Ye-Mc,Restaurant,Streitstraße 58 Hakenfelde 13587 Berlin,International,Hot Dogs,,Streitstraße 58,Hakenfelde,13587.0
"[52.56205, 13.20884]",Lasila,Restaurant,Streitstraße 30 Hakenfelde 13587 Berlin,Italian,Pizza,,Streitstraße 30,Hakenfelde,13587.0
"[52.56217, 13.20833]",Curry 55,Restaurant,Streitstraße 55 Hakenfelde 13587 Berlin,German,,,Streitstraße 55,Hakenfelde,13587.0
"[52.55072, 13.23625]",Wirtshaus Heimatliebe,Restaurant,Bootshausweg 1 Haselhorst 13599 Berlin,German,,,Bootshausweg 1,Haselhorst,13599.0
"[52.55185, 13.20986]",Pizza del Leo,Restaurant,Schäferstraße 14 Hakenfelde 13585 Berlin,Pizza,,,Schäferstraße 14,Hakenfelde,13585.0
"[52.55416, 13.21045]",Restaurant Cafe'Havelblick,Restaurant,Havelschanze 9 Hakenfelde 13587 Berlin,International,German,,Havelschanze 9,Hakenfelde,13587.0
"[52.56233, 13.20836]",China Restaurant Swang Lung,Restaurant,Streitstraße 54 Hakenfelde 13587 Berlin,Chinese,Asian,,Streitstraße 54,Hakenfelde,13587.0
"[52.55938, 13.23962]",Ars Vini,Restaurant,Im Saatwinkel 15 Tegel 13599 Berlin,International,Seafood,,Im Saatwinkel 15,Tegel,13599.0
"[52.57308, 13.22354]",La Diva,Restaurant,Aalemannufer 31 Hakenfelde 13587 Berlin,Italian,European,,Aalemannufer 31,Hakenfelde,13587.0
"[52.5469, 13.20954]",Restaurant Emil's at Centrovital Hotel,Restaurant,Neuendorfer Straße 25 Hakenfelde 13585 Berlin,International,German,,Neuendorfer Straße 25,Hakenfelde,13585.0
"[52.55153, 13.19972]",Call A Pizza,Snacks/Fast food,Schönwalder Straße 66 Spandau 13585 Berlin,Pizza,,,Schönwalder Straße 66,Spandau,13585.0
"[52.57578, 13.21318]",Hähnchenprinz,Restaurant,Rustweg 1 Hakenfelde 13587 Berlin,,,,Rustweg 1,Hakenfelde,13587.0
"[52.57303, 13.22686]",Pong's,Restaurant,Jörsstraße 14 Konradshöhe 13505 Berlin,Chinese,Asian,,Jörsstraße 14,Konradshöhe,13505.0
"[52.57308, 13.22354]",Fährhaus Spandau,Restaurant,Aalemannufer 31 Hakenfelde 13587 Berlin,German,,,Aalemannufer 31,Hakenfelde,13587.0
"[52.56866, 13.20245]",Sutos,Sport Facility/Venue,Wichernstraße 53 Hakenfelde 13587 Berlin,,,,Wichernstraße 53,Hakenfelde,13587.0
"[52.54634, 13.21172]",Raymons - das Fischrestaurant,Restaurant,FriedaArnheimPromenade 7 Hakenfelde 13585 Berlin,Seafood,German,,FriedaArnheimPromenade 7,Hakenfelde,13585.0
"[52.5501, 13.20066]",Night and Day,Restaurant,Schönwalder Straße 39 Spandau 13585 Berlin,,,,Schönwalder Straße 39,Spandau,13585.0
"[52.55682, 13.20425]",Luitpold,Restaurant,Wegscheider Straße 7 Hakenfelde 13587 Berlin,International,German,,Wegscheider Straße 7,Hakenfelde,13587.0
"[52.54879, 13.2218]",Stilbruch,Restaurant,Eiswerderstraße 22 Hakenfelde 13585 Berlin,Italian,Mediterranean,,Eiswerderstraße 22,Hakenfelde,13585.0
"[52.54822, 13.20066]",Bistro Class,Restaurant,Schönwalder Straße 85 Spandau 13585 Berlin,International,Pizza,,Schönwalder Straße 85,Spandau,13585.0
"[52.554198, 13.198877]",Maximilian,Snacks/Fast food,Fehrbelliner Tor Spandau 13585 Berlin,Hot Dogs,Dinner,,Fehrbelliner Tor,Spandau,13585.0
"[52.55588, 13.2073]",Havel Bistro,Restaurant,Streitstraße Hakenfelde 13587 Berlin,Pizza,,,Streitstraße,Hakenfelde,13587.0
"[52.54511, 13.20759]",Pizzeria la Familia Spandau,Restaurant,Neuendorfer Straße 91 Spandau 13585 Berlin,Italian,Pizza,,Neuendorfer Straße 91,Spandau,13585.0
"[52.54792, 13.20147]",Cafe' Sofra3,Restaurant,Schönwalder Straße 28 Spandau 13585 Berlin,,,,Schönwalder Straße 28,Spandau,13585.0
"[52.5469, 13.20954]",Kochkunst,Restaurant,Neuendorfer Straße 25 Hakenfelde 13585 Berlin,International,,,Neuendorfer Straße 25,Hakenfelde,13585.0
"[52.54952, 13.21058]",Bowl Arena Spandau,Sport Facility/Venue,Neuendorfer Straße 39 Hakenfelde 13585 Berlin,Vegetarian,American,,Neuendorfer Straße 39,Hakenfelde,13585.0
"[52.57372, 13.21641]",Conny's Eiscafe,Restaurant,Zu den Fichtewiesen 10 Hakenfelde 13587 Berlin,,,,Zu den Fichtewiesen 10,Hakenfelde,13587.0
"[52.55104, 13.19986]",Pizza Hot & Fresh,Restaurant,Schönwalder Straße 69 Spandau 13585 Berlin,Pizza,,,Schönwalder Straße 69,Spandau,13585.0
"[52.55588, 13.2073]",Bereket Grillhaus,Restaurant,Streitstraße 80 Hakenfelde 13587 Berlin,Turkish,Barbecue,,Streitstraße 80,Hakenfelde,13587.0
"[52.54501, 13.20868]",Café Hangôver,Going Out,Triftstraße 2 Spandau 13585 Berlin,,,,Triftstraße 2,Spandau,13585.0
"[52.55171, 13.19964]",Shisha Café Sandmann,Going Out,Schönwalder Straße 65 Spandau 13585 Berlin,,,,Schönwalder Straße 65,Spandau,13585.0
"[52.54851, 13.20851]",Mevlana Grill,Restaurant,Kurstraße 22 Spandau 13585 Berlin,,,,Kurstraße 22,Spandau,13585.0
"[52.55655, 13.2074]",Trattoria Sale & Pepe,Restaurant,Streitstraße 76 Hakenfelde 13587 Berlin,Italian,,,Streitstraße 76,Hakenfelde,13587.0
"[52.54869, 13.20164]",Spandau Sushi - China Thai,Restaurant,Lynarstraße 20 Spandau 13585 Berlin,Japanese - Sushi,Thai,,Lynarstraße 20,Spandau,13585.0
"[52.55903, 13.24005]",Café im Bienenstock,Food & Drink,Im Saatwinkel 17 Tegel 13599 Berlin,,,,Im Saatwinkel 17,Tegel,13599.0
"[52.54783, 13.20096]",Café Spandauer,Restaurant,Schönwalder Straße 89 Spandau 13585 Berlin,German,,,Schönwalder Straße 89,Spandau,13585.0
"[52.43294, 13.53571]",Asia Sushi Bar,Restaurant,Rudower Chaussee 12 Adlershof 12489 Berlin,Japanese - Sushi,Thai,,Rudower Chaussee 12,Adlershof,12489.0
"[52.43294, 13.53571]",SUBWAY,Restaurant,Rudower Chaussee 12 Adlershof 12489 Berlin,Sandwiches,,,Rudower Chaussee 12,Adlershof,12489.0
"[52.44803, 13.50792]",Taverna Odyssee,Restaurant,Sterndamm 59 Johannisthal 12487 Berlin,International,German,,Sterndamm 59,Johannisthal,12487.0
"[52.44283, 13.53544]",Alte Forno Sonnenallee,Restaurant,Sonnenallee Adlershof 12489 Berlin,Pizza,,,Sonnenallee,Adlershof,12489.0
"[52.44806, 13.50767]",Sushi and Friends,Restaurant,Sterndamm 57 Johannisthal 12487 Berlin,Asian,Japanese,,Sterndamm 57,Johannisthal,12487.0
"[52.44732, 13.50728]",El Ganado,Restaurant,Sterndamm 63 Johannisthal 12487 Berlin,Steak,German,,Sterndamm 63,Johannisthal,12487.0
"[52.43134, 13.53259]",Esswirtschaft,Restaurant,Rudower Chaussee 24 Adlershof 12489 Berlin,International,German,,Rudower Chaussee 24,Adlershof,12489.0
"[52.4358, 13.52929]",Café Campus,Coffee/Tea,GroßBerliner Damm 138 Adlershof 12489 Berlin,,,,GroßBerliner Damm 138,Adlershof,12489.0
"[52.44413, 13.53079]",Cuccis,Restaurant,Adlergestell Niederschöneweide 12439 Berlin,,,,Adlergestell,Niederschöneweide,12439.0
"[52.43163, 13.53475]",Olivenbaum,Restaurant,Rudower Chaussee 15 Adlershof 12489 Berlin,German,,,Rudower Chaussee 15,Adlershof,12489.0
"[52.43275, 13.5323]",Mani Mogo,Restaurant,ErichThiloStraße 3 Adlershof 12489 Berlin,Brunch,Asian,,ErichThiloStraße 3,Adlershof,12489.0
"[52.44283, 13.53544]",Holz Kohlen Grill,Restaurant,Sonnenallee Adlershof 12489 Berlin,,,,Sonnenallee,Adlershof,12489.0
"[52.43912, 13.50762]",Ngân Long,Snacks/Fast food,Segelfliegerdamm 89 Johannisthal 12487 Berlin,Vietnamese,Asian,,Segelfliegerdamm 89,Johannisthal,12487.0
"[52.44454, 13.51758]",Muttis Futterbude,Restaurant,GroßBerliner Damm 75 Johannisthal 12487 Berlin,German,,,GroßBerliner Damm 75,Johannisthal,12487.0
"[52.43221, 13.53691]",MR. Wu Restaurant,Restaurant,Am Studio 1 Adlershof 12489 Berlin,Chinese,Asian,,Am Studio 1,Adlershof,12489.0
"[52.44913, 13.51264]",Pinoli Cafe-Restaurant,Restaurant,Nieberstraße 12 Johannisthal 12487 Berlin,Italian,Mediterranean,,Nieberstraße 12,Johannisthal,12487.0
"[52.43387, 13.53825]",Olympia Greek-Food,Restaurant,Rudower Chaussee Adlershof 12489 Berlin,Greek,,,Rudower Chaussee,Adlershof,12489.0
"[52.45257, 13.51483]",BURGER KING,Snacks/Fast food,MichaelBrücknerStraße 24 Niederschöneweide 12439 Berlin,Hot Dogs,Burgers,,MichaelBrücknerStraße 24,Niederschöneweide,12439.0
"[52.45426, 13.51764]",Siena,Restaurant,Schnellerstraße 38 Niederschöneweide 12439 Berlin,,,,Schnellerstraße 38,Niederschöneweide,12439.0
"[52.45228, 13.53135]",Call A Pizza,Restaurant,Schnellerstraße 86 Niederschöneweide 12439 Berlin,Pizza,,,Schnellerstraße 86,Niederschöneweide,12439.0
"[52.43575, 13.54824]",Ristorante Villa Romana Berlin,Restaurant,Radickestraße 46 Adlershof 12489 Berlin,Italian,,,Radickestraße 46,Adlershof,12489.0
"[52.43727, 13.54482]",Venezia,Food & Drink,FlorianGeyerStraße 109 Adlershof 12489 Berlin,International,,,FlorianGeyerStraße 109,Adlershof,12489.0
"[52.43382, 13.54032]",Meet Saigon,Restaurant,FranzEhrlichStraße 5 Adlershof 12489 Berlin,Vietnamese,Asian,,FranzEhrlichStraße 5,Adlershof,12489.0
"[52.43727, 13.54482]",Suppenkasper,Restaurant,FlorianGeyerStraße 109 Adlershof 12489 Berlin,Soup,German,,FlorianGeyerStraße 109,Adlershof,12489.0
"[52.43555, 13.54199]",Currywurst Nr 1,Restaurant,Dörpfeldstraße 1 Adlershof 12489 Berlin,German,,,Dörpfeldstraße 1,Adlershof,12489.0
"[52.43889, 13.55046]",P Two,Restaurant,Dörpfeldstraße 58 Adlershof 12489 Berlin,German,American,,Dörpfeldstraße 58,Adlershof,12489.0
"[52.43608, 13.54341]",China-Restaurant Palast,Restaurant,Dörpfeldstraße 7 Adlershof 12489 Berlin,Chinese,Asian,,Dörpfeldstraße 7,Adlershof,12489.0
"[52.44139, 13.5372]",Blattlaus Adlershof,Restaurant,Neltestraße 19D Adlershof 12489 Berlin,German,,,Neltestraße 19D,Adlershof,12489.0
"[52.42983, 13.54185]",Bistro la Petit,Snacks/Fast food,Am Studio 20 Adlershof 12489 Berlin,International,Hot Dogs,,Am Studio 20,Adlershof,12489.0
"[52.43875, 13.54837]",Himbeerfrosch,Theme Park,Hackenbergstraße 29 Adlershof 12489 Berlin,,,,Hackenbergstraße 29,Adlershof,12489.0
"[52.43494, 13.54694]",Athen,Restaurant,Radickestraße 57 Adlershof 12489 Berlin,International,Greek,,Radickestraße 57,Adlershof,12489.0
"[52.42515, 13.52782]",Ristorante Il Porto,Restaurant,Semmelweisstraße 104 Altglienicke 12524 Berlin,Italian,Pizza,,Semmelweisstraße 104,Altglienicke,12524.0
"[52.43387, 13.53825]",Eat Green,Restaurant,Rudower Chaussee 5B Adlershof 12489 Berlin,Natural/Healthy,,,Rudower Chaussee 5B,Adlershof,12489.0
"[52.43584, 13.54845]",Maharadscha,Restaurant,Radickestraße 44 Adlershof 12489 Berlin,,,,Radickestraße 44,Adlershof,12489.0
"[52.43654, 13.54404]",Imbiss Bao Cun,Restaurant,Dörpfeldstraße 18 Adlershof 12489 Berlin,Thai,Chinese,,Dörpfeldstraße 18,Adlershof,12489.0
"[52.43811, 13.54896]",Bella Italia,Restaurant,Dörpfeldstraße 43 Adlershof 12489 Berlin,Italian,,,Dörpfeldstraße 43,Adlershof,12489.0
"[52.43575, 13.54824]",La Leona,Restaurant,Radickestraße 46 Adlershof 12489 Berlin,Italian,German,,Radickestraße 46,Adlershof,12489.0
"[52.43434, 13.54329]",Hong Kong Haus,Restaurant,Weerthstraße 2 Adlershof 12489 Berlin,,,,Weerthstraße 2,Adlershof,12489.0
"[52.43511, 13.5424]",Adler Burger,Snacks/Fast food,Abtstraße 1 Adlershof 12489 Berlin,Middle Eastern,Burgers,,Abtstraße 1,Adlershof,12489.0
"[52.43471, 13.54311]",Il Mondo,Restaurant,Platz der Befreiung 1 Adlershof 12489 Berlin,Italian,Mediterranean,,Platz der Befreiung 1,Adlershof,12489.0
"[52.45447, 13.51627]",Kobani Bistro,Restaurant,Schnellerstraße 36 Niederschöneweide 12439 Berlin,Middle Eastern,Burgers,,Schnellerstraße 36,Niederschöneweide,12439.0
"[52.43645, 13.49773]",Springborn-Club,Restaurant,Springbornstraße 53 Johannisthal 12487 Berlin,German,,,Springbornstraße 53,Johannisthal,12487.0
"[52.43212, 13.4963]",Gaumenschmaus Hähnchengrill,Restaurant,Stubenrauchstraße 97 Rudow 12357 Berlin,,,,Stubenrauchstraße 97,Rudow,12357.0
"[52.43433, 13.50173]",Maximilian,Restaurant,Eisenhutweg 2 Johannisthal 12487 Berlin,German,,,Eisenhutweg 2,Johannisthal,12487.0
"[52.45312, 13.52453]",Artemis,Restaurant,Schnellerstraße 97 Niederschöneweide 12439 Berlin,International,European,,Schnellerstraße 97,Niederschöneweide,12439.0
"[52.45348, 13.51805]",Serrano,Restaurant,Britzer Straße 17 Niederschöneweide 12439 Berlin,Mexican,,,Britzer Straße 17,Niederschöneweide,12439.0
"[52.42846, 13.52568]",Cadadia,Restaurant,Rudower Chaussee 39 Adlershof 12489 Berlin,Natural/Healthy,Soup,,Rudower Chaussee 39,Adlershof,12489.0
"[52.4354, 13.50174]",Kaiser Drachen Chinarestaurant,Restaurant,Stubenrauchstraße 78 Johannisthal 12487 Berlin,Chinese,Chinese - Cantonese,,Stubenrauchstraße 78,Johannisthal,12487.0
"[52.4443, 13.50582]",Lenders,Restaurant,Winckelmannstraße 9 Johannisthal 12487 Berlin,German,,,Winckelmannstraße 9,Johannisthal,12487.0
"[52.45473, 13.51634]",Pizza Chero,Restaurant,Schnellerstraße 112 Niederschöneweide 12439 Berlin,Italian,Pizza,,Schnellerstraße 112,Niederschöneweide,12439.0
"[52.42949, 13.53025]",Caffe Kamee,Restaurant,Rudower Chaussee 25 Adlershof 12489 Berlin,,,,Rudower Chaussee 25,Adlershof,12489.0
"[52.45426, 13.52878]",Kranhaus Cafe,Restaurant,PaulTroppStraße 11 Oberschöneweide 12459 Berlin,German,,,PaulTroppStraße 11,Oberschöneweide,12459.0
"[52.44271, 13.50643]",Don Giovanni,Restaurant,Winckelmannstraße 37 Johannisthal 12487 Berlin,German,Steak,,Winckelmannstraße 37,Johannisthal,12487.0
"[52.45291, 13.51013]",Il Monello,Restaurant,Sterndamm 7 Johannisthal 12487 Berlin,,,,Sterndamm 7,Johannisthal,12487.0
"[52.4551, 13.51484]",Eiskultur Berlin,Restaurant,Schnellerstraße 118 Niederschöneweide 12439 Berlin,,,,Schnellerstraße 118,Niederschöneweide,12439.0
"[52.43843, 13.54985]",Mia Toscana,Restaurant,Dörpfeldstraße 47 Adlershof 12489 Berlin,,,,Dörpfeldstraße 47,Adlershof,12489.0
"[52.435131, 13.54087]",Ibo's Kebup,Restaurant,Rudower Chaussee Adlershof 12489 Berlin,Middle Eastern,,,Rudower Chaussee,Adlershof,12489.0
"[52.45249, 13.53402]",Café an der Spree,Restaurant,BrunoBürgelWeg 9 Niederschöneweide 12439 Berlin,,,,BrunoBürgelWeg 9,Niederschöneweide,12439.0
"[52.45138, 13.5229]",Cafeteria im Archenhold Gymnasium,Restaurant,Rudower Straße 7 Niederschöneweide 12439 Berlin,,,,Rudower Straße 7,Niederschöneweide,12439.0
"[52.45311, 13.53859]",Steakhaus Mediterran,Restaurant,BrunoBürgelWeg 50 Niederschöneweide 12439 Berlin,Steak,,,BrunoBürgelWeg 50,Niederschöneweide,12439.0
"[52.43302, 13.53696]",Azuma,Restaurant,Rudower Chaussee 9 Adlershof 12489 Berlin,Russian,Asian,,Rudower Chaussee 9,Adlershof,12489.0
"[52.43591, 13.54324]",Tran Asia,Restaurant,AnnaSeghersStraße 109 Adlershof 12489 Berlin,Thai,Vietnamese,,AnnaSeghersStraße 109,Adlershof,12489.0
"[52.45621, 13.51947]",Zamzam,Restaurant,Hainstraße 15 Niederschöneweide 12439 Berlin,Pakistani,Asian,,Hainstraße 15,Niederschöneweide,12439.0
"[52.45068, 13.50843]",Grill Profi,Restaurant,Sterndamm 35 Johannisthal 12487 Berlin,Asian,German,,Sterndamm 35,Johannisthal,12487.0
"[52.43734, 13.54687]",Pizza Capitol,Restaurant,Dörpfeldstraße 29 Adlershof 12489 Berlin,Italian,Pizza,,Dörpfeldstraße 29,Adlershof,12489.0
"[52.44608, 13.5064]",Beef Burger,Snacks/Fast food,Sterndamm 73 Johannisthal 12487 Berlin,Burgers,,,Sterndamm 73,Johannisthal,12487.0
"[52.45352, 13.50955]",Stern Bistro,Snacks/Fast food,Sterndamm 6 Johannisthal 12487 Berlin,Middle Eastern,Hot Dogs,,Sterndamm 6,Johannisthal,12487.0
"[52.45261, 13.50958]",Sonnen-Café,Restaurant,Sterndamm 11 Johannisthal 12487 Berlin,German,,,Sterndamm 11,Johannisthal,12487.0
"[52.43886, 13.54988]",Die Küchengeister,Restaurant,Dörpfeldstraße 54 Adlershof 12489 Berlin,German,,,Dörpfeldstraße 54,Adlershof,12489.0
"[52.43555, 13.54199]",Cafe Zara,Restaurant,Dörpfeldstraße 1 Adlershof 12489 Berlin,,,,Dörpfeldstraße 1,Adlershof,12489.0
"[52.42949, 13.53025]",Mensa Oase Hu Adlershof,Restaurant,Rudower Chaussee 25 Adlershof 12489 Berlin,,,,Rudower Chaussee 25,Adlershof,12489.0
"[52.445269, 13.504441]",Mac's Bistro,Restaurant,Sterndamm 86 Johannisthal 12487 Berlin,Middle Eastern,,,Sterndamm 86,Johannisthal,12487.0
"[52.44988, 13.53556]",Lekker.Berlin,Food & Drink,Erikastraße 35 Niederschöneweide 12439 Berlin,Vegetarian,,,Erikastraße 35,Niederschöneweide,12439.0
"[52.451982, 13.52311]",Olympia Greek Food,Restaurant,Rudower Straße 5A Niederschöneweide 12439 Berlin,,,,Rudower Straße 5A,Niederschöneweide,12439.0
"[52.43382, 13.54032]",Airleben-Cuisine,Restaurant,FranzEhrlichStraße 5 Adlershof 12489 Berlin,,,,FranzEhrlichStraße 5,Adlershof,12489.0
"[52.58711, 13.22581]",Al Castagno,Restaurant,Sandhauser Straße 11 Konradshöhe 13505 Berlin,Italian,Pizza,,Sandhauser Straße 11,Konradshöhe,13505.0
"[52.58435, 13.22735]",Plitvice,Restaurant,Falkenplatz 1 Konradshöhe 13505 Berlin,German,European,,Falkenplatz 1,Konradshöhe,13505.0
"[52.60186, 13.23964]",Ristorante Emilio,Restaurant,Heiligenseestraße 51 Heiligensee 13503 Berlin,Italian,,,Heiligenseestraße 51,Heiligensee,13503.0
"[52.60588, 13.21233]",Straßenbahndepot,Restaurant,AltHeiligensee 73 Heiligensee 13503 Berlin,International,European,,AltHeiligensee 73,Heiligensee,13503.0
"[52.60023, 13.2211]",Tenniscasino Heiligensee,Sport Facility/Venue,Elchdamm 171 Heiligensee 13503 Berlin,,,,Elchdamm 171,Heiligensee,13503.0
"[52.60011, 13.2131]",Seebad Heiligensee,Restaurant,Sandhauser Straße 132 Heiligensee 13503 Berlin,German,,,Sandhauser Straße 132,Heiligensee,13503.0
"[52.43987, 13.27522]",Pizzeria Piccola Verona,Restaurant,Berliner Straße 67 Zehlendorf 14169 Berlin,Italian,Pizza,,Berliner Straße 67,Zehlendorf,14169.0
"[52.43987, 13.27522]",BAB & Kimchi,Restaurant,Berliner Straße 67 Zehlendorf 14169 Berlin,Asian,Korean,,Berliner Straße 67,Zehlendorf,14169.0
"[52.43625, 13.26151]",Café Lebensart,Restaurant,Clayallee 346 Zehlendorf 14169 Berlin,,,,Clayallee 346,Zehlendorf,14169.0
"[52.44308, 13.28553]",Romana,Restaurant,Unter den Eichen 84 Lichterfelde 12205 Berlin,Pizza,,,Unter den Eichen 84,Lichterfelde,12205.0
"[52.43219, 13.25878]",Susido Restaurant,Restaurant,Teltower Damm 26 Zehlendorf 14169 Berlin,Vietnamese,Asian,,Teltower Damm 26,Zehlendorf,14169.0
"[52.43628, 13.26071]",Ristorante Arcimboldo,Restaurant,Clayallee 347 Zehlendorf 14169 Berlin,Pizza,Italian,,Clayallee 347,Zehlendorf,14169.0
"[52.4316, 13.25934]",Curry-Station,Restaurant,Teltower Damm 35 Zehlendorf 14169 Berlin,German,,,Teltower Damm 35,Zehlendorf,14169.0
"[52.44694, 13.28327]",Veggie No. 1 - die Grüne Mensa,Restaurant,VantHoffStraße 6 Dahlem 14195 Berlin,Vegetarian,,,VantHoffStraße 6,Dahlem,14195.0
"[52.43335, 13.28675]",Unser Feines Restaurant,Restaurant,Ringstraße 49 Lichterfelde 12205 Berlin,Austrian,European,,Ringstraße 49,Lichterfelde,12205.0
"[52.43475, 13.26263]",Tomasa,Restaurant,Berliner Straße 8 Zehlendorf 14169 Berlin,Pizza,European,,Berliner Straße 8,Zehlendorf,14169.0
"[52.43021, 13.25935]",Efes Grill,Snacks/Fast food,Teltower Damm 42 Zehlendorf 14167 Berlin,Middle Eastern,Hot Dogs,,Teltower Damm 42,Zehlendorf,14167.0
"[52.43034, 13.25979]",Anneliese,Restaurant,Herbergerweg 2 Zehlendorf 14167 Berlin,,,,Herbergerweg 2,Zehlendorf,14167.0
"[52.430846, 13.259519]",Sumak,Restaurant,Teltower Damm 37 Zehlendorf 14167 Berlin,Middle Eastern,,,Teltower Damm 37,Zehlendorf,14167.0
"[52.43063, 13.2592]",Asia MJ Snack,Restaurant,Teltower Damm 38 Zehlendorf 14167 Berlin,Middle Eastern,Mediterranean,,Teltower Damm 38,Zehlendorf,14167.0
"[52.43724, 13.26216]",Borkowski's Curry & Chicken,Restaurant,Clayallee 336 Zehlendorf 14169 Berlin,German,,,Clayallee 336,Zehlendorf,14169.0
"[52.43021, 13.25935]",Kaffeespezialitäten Coffee,Restaurant,Teltower Damm 42 Zehlendorf 14167 Berlin,German,,,Teltower Damm 42,Zehlendorf,14167.0
"[52.43049, 13.2671]",Mühlengarten,Restaurant,Mühlenstraße 17 Zehlendorf 14167 Berlin,International,German,,Mühlenstraße 17,Zehlendorf,14167.0
"[52.4356, 13.25872]",La Fontaine,Restaurant,OnkelTomStraße 1 Zehlendorf 14169 Berlin,French,,,OnkelTomStraße 1,Zehlendorf,14169.0
"[52.43052, 13.25873]",Zehlendorfer Grill,Restaurant,Machnower Straße 1 Zehlendorf 14165 Berlin,Middle Eastern,,,Machnower Straße 1,Zehlendorf,14165.0
"[52.43804, 13.26187]",The Asia Kitchen,Restaurant,Clayallee 327 Zehlendorf 14169 Berlin,Vietnamese,Asian,,Clayallee 327,Zehlendorf,14169.0
"[52.43219, 13.25878]",Cafe Bistro Tableau,Restaurant,Teltower Damm 26 Zehlendorf 14169 Berlin,German,,,Teltower Damm 26,Zehlendorf,14169.0
"[52.43149, 13.25883]",Block House,Restaurant,Teltower Damm 36 Zehlendorf 14169 Berlin,Steak,Grill,,Teltower Damm 36,Zehlendorf,14169.0
"[52.43576, 13.26122]",Civans Imbiss,Snacks/Fast food,Clayallee 352 Zehlendorf 14169 Berlin,Middle Eastern,Hot Dogs,,Clayallee 352,Zehlendorf,14169.0
"[52.43219, 13.25878]",MR. Tokyo,Restaurant,Teltower Damm 26 Zehlendorf 14169 Berlin,Asian,Japanese,,Teltower Damm 26,Zehlendorf,14169.0
"[52.4348, 13.26283]",Lieblingswaffel,Restaurant,Berliner Straße 8A Zehlendorf 14169 Berlin,European,Crêperie,,Berliner Straße 8A,Zehlendorf,14169.0
"[52.4348, 13.26283]",Burgerzimmer XII,Snacks/Fast food,Berliner Straße 8A Zehlendorf 14169 Berlin,Grill,American,,Berliner Straße 8A,Zehlendorf,14169.0
"[52.43077, 13.26537]",Capital Gourmet,Restaurant,Mühlenstraße 14 Zehlendorf 14167 Berlin,Mediterranean,,,Mühlenstraße 14,Zehlendorf,14167.0
"[52.43515, 13.26169]",Shaolin China Restaurant,Restaurant,Berliner Straße 3 Zehlendorf 14169 Berlin,Chinese,Asian,,Berliner Straße 3,Zehlendorf,14169.0
"[52.43063, 13.2592]",Aysim,Restaurant,Teltower Damm 38 Zehlendorf 14167 Berlin,Mediterranean,African,,Teltower Damm 38,Zehlendorf,14167.0
"[52.4356, 13.25872]",Cafe Rodelhütte,Restaurant,OnkelTomStraße 1 Zehlendorf 14169 Berlin,German,,,OnkelTomStraße 1,Zehlendorf,14169.0
